character_id,character_name,movie_id,movie_title,gender,credit_position,gender_encoded,character_name_encoded,movie_title_encoded
u124,ALICE'S DAD,m8,a nightmare on elm street: the dream child,m,5.539622063200436e-17,3,107,14
u125,DAN,m8,a nightmare on elm street: the dream child,m,5.539622063200436e-17,3,1096,14
u126,GRETA,m8,a nightmare on elm street: the dream child,m,5.539622063200436e-17,3,1971,14
u127,JACOB,m8,a nightmare on elm street: the dream child,m,5.539622063200436e-17,3,2280,14
u128,MARK,m8,a nightmare on elm street: the dream child,m,-0.20173827495653568,3,3046,14
u129,MRS. JORDAN,m8,a nightmare on elm street: the dream child,m,5.539622063200436e-17,3,3458,14
u130,YVONNE,m8,a nightmare on elm street: the dream child,f,-0.26410887460554283,2,5316,14
u131,CARL,m9,the atomic submarine,m,-0.26410887460554283,3,706,464
u132,DAVE,m9,the atomic submarine,m,5.539622063200436e-17,3,1125,464
u133,GRIFF,m9,the atomic submarine,m,5.539622063200436e-17,3,1975,464
u134,KENT,m9,the atomic submarine,m,5.539622063200436e-17,3,2538,464
u135,REEF,m9,the atomic submarine,m,-0.2952941744300464,3,4082,464
u136,SAUCER VOICE,m9,the atomic submarine,m,5.539622063200436e-17,3,4322,464
u137,SIR IAN,m9,the atomic submarine,m,5.539622063200436e-17,3,4505,464
u138,WENDOVER,m9,the atomic submarine,m,5.539622063200436e-17,3,5178,464
u139,ALMA,m10,affliction,f,-0.20173827495653568,2,119,16
u140,CHICK,m10,affliction,m,5.539622063200436e-17,3,803,16
u141,HAND,m10,affliction,m,5.539622063200436e-17,3,2036,16
u142,JACK,m10,affliction,m,-0.24851622469329104,3,2273,16
u143,JILL,m10,affliction,f,-0.2797015245177946,2,2365,16
u144,LARIVIERE,m10,affliction,m,-0.26410887460554283,3,2687,16
u145,LILLIAN,m10,affliction,m,5.539622063200436e-17,3,2772,16
u146,LUGENE,m10,affliction,m,5.539622063200436e-17,3,2884,16
u147,MARGIE,m10,affliction,f,-0.13936767530752853,2,3029,16
u148,MEL GORDON,m10,affliction,m,5.539622063200436e-17,3,3158,16
u149,MRS. GORDON,m10,affliction,m,5.539622063200436e-17,3,3448,16
u150,NICK,m10,affliction,m,5.539622063200436e-17,3,3605,16
u151,POP,m10,affliction,m,5.539622063200436e-17,3,3924,16
u152,ROLFE,m10,affliction,m,0.016558823814989347,3,4185,16
u153,TWOMBLEY,m10,affliction,m,-0.10818237548302496,3,4985,16
u154,WADE,m10,affliction,m,-0.2952941744300464,3,5130,16
u155,ALICE,m11,air force one,m,5.539622063200436e-17,3,106,18
u156,CERALLOS,m11,air force one,m,5.539622063200436e-17,3,765,18
u157,CHIEF MECHANIC,m11,air force one,m,5.539622063200436e-17,3,809,18
u158,COL. CARLTON,m11,air force one,m,5.539622063200436e-17,3,917,18
u159,DEAN,m11,air force one,m,5.539622063200436e-17,3,1143,18
u160,DOHERTY,m11,air force one,m,5.539622063200436e-17,3,1294,18
u161,GENERAL NORTHWOOD,m11,air force one,m,5.539622063200436e-17,3,1835,18
u162,GIBBS,m11,air force one,m,5.539622063200436e-17,3,1864,18
u163,IRAQI SOLDIER,m11,air force one,m,5.539622063200436e-17,3,2248,18
u164,KC-135 PILOT,m11,air force one,m,5.539622063200436e-17,3,2517,18
u165,KC-LO PILOT,m11,air force one,m,5.539622063200436e-17,3,2518,18
u166,KORSHUNOV,m11,air force one,m,5.539622063200436e-17,3,2612,18
u167,LEE,m11,air force one,m,5.539622063200436e-17,3,2720,18
u168,MAJOR CALDWELL,m11,air force one,m,5.539622063200436e-17,3,2958,18
u169,MARSHALL,m11,air force one,m,-0.2952941744300464,3,3060,18
u170,MITCHELL,m11,air force one,m,5.539622063200436e-17,3,3264,18
u171,ROSE,m11,air force one,m,5.539622063200436e-17,3,4214,18
u172,SECRET SERVICE AGENT,m11,air force one,m,5.539622063200436e-17,3,4382,18
u173,SECRETARY,m11,air force one,m,5.539622063200436e-17,3,4384,18
u174,SHEPHERD,m11,air force one,m,-0.21733092486878747,3,4452,18
u175,SWITCHBOARD,m11,air force one,m,5.539622063200436e-17,3,4739,18
u176,TOWER,m11,air force one,m,5.539622063200436e-17,3,4918,18
u177,V.P. CHANDLER,m11,air force one,m,5.539622063200436e-17,3,5023,18
u178,COMMISSIONER,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,946,19
u179,DUNN,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,1448,19
u180,ELAINE,m12,airplane ii: the sequel,f,-0.2797015245177946,2,1500,19
u181,JIMMY,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,2374,19
u182,JOE,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,2387,19
u183,JOHN,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,2394,19
u184,KRUGER,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,2629,19
u185,MARY,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,3071,19
u186,OVEUR,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,3748,19
u187,PORTER,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,3931,19
u188,RECEPTIONIST,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,4073,19
u189,ROK,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,4183,19
u190,RUMACK,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,4248,19
u191,SIMON,m12,airplane ii: the sequel,m,-0.24851622469329104,3,4494,19
u192,STELLA,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,4644,19
u193,TED,m12,airplane ii: the sequel,m,-0.2952941744300464,3,4791,19
u194,WIFE,m12,airplane ii: the sequel,m,5.539622063200436e-17,3,5204,19
u195,BERNICE,m13,airplane!,m,5.539622063200436e-17,3,393,20
u196,CAREY,m13,airplane!,m,5.539622063200436e-17,3,705,20
u197,DR. RUMACK,m13,airplane!,m,5.539622063200436e-17,3,1407,20
u198,ELAINE,m13,airplane!,f,-0.24851622469329104,2,1500,20
u199,GIRL,m13,airplane!,m,5.539622063200436e-17,3,1886,20
u200,GUNDERSON,m13,airplane!,m,5.539622063200436e-17,3,2003,20
u201,JACK,m13,airplane!,m,5.539622063200436e-17,3,2273,20
u202,JOEY,m13,airplane!,m,5.539622063200436e-17,3,2390,20
u203,KRAMER,m13,airplane!,m,5.539622063200436e-17,3,2615,20
u204,LISA,m13,airplane!,m,5.539622063200436e-17,3,2792,20
u205,MILTON,m13,airplane!,m,5.539622063200436e-17,3,3220,20
u206,MRS. HAMMEN,m13,airplane!,m,5.539622063200436e-17,3,3452,20
u207,MRS. KRAMER,m13,airplane!,m,5.539622063200436e-17,3,3463,20
u208,MURDOCK,m13,airplane!,m,5.539622063200436e-17,3,3533,20
u209,OVEUR,m13,airplane!,m,5.539622063200436e-17,3,3748,20
u210,RANDY,m13,airplane!,m,5.539622063200436e-17,3,4041,20
u211,SHIRLEY,m13,airplane!,m,5.539622063200436e-17,3,4466,20
u212,SISTER ANGELINA,m13,airplane!,m,5.539622063200436e-17,3,4514,20
u213,SOLDIER,m13,airplane!,m,5.539622063200436e-17,3,4562,20
u214,STRIKER,m13,airplane!,m,-0.23292357478103926,3,4679,20
u215,CASSANDRA,m14,alien nation,m,5.539622063200436e-17,3,741,22
u216,FEDORCHUK,m14,alien nation,m,5.539622063200436e-17,3,1630,22
u217,HARCOURT,m14,alien nation,m,5.539622063200436e-17,3,2048,22
u218,JETSON,m14,alien nation,M,5.539622063200436e-17,1,2362,22
u219,KIPLING,m14,alien nation,m,5.539622063200436e-17,3,2572,22
u220,MAFFET,m14,alien nation,m,5.539622063200436e-17,3,2944,22
u221,O'NEAL,m14,alien nation,m,5.539622063200436e-17,3,3678,22
u222,OPERATOR,m14,alien nation,m,5.539622063200436e-17,3,3723,22
u223,PORTER,m14,alien nation,m,5.539622063200436e-17,3,3931,22
u224,SYKES,m14,alien nation,m,-0.2952941744300464,3,4742,22
u225,TUGGLE,m14,alien nation,m,5.539622063200436e-17,3,4969,22
u226,WARNER,m14,alien nation,m,5.539622063200436e-17,3,5153,22
u227,WINTER,m14,alien nation,m,5.539622063200436e-17,3,5231,22
u228,APONE,m15,aliens,m,5.539622063200436e-17,3,199,24
u229,BISHOP,m15,aliens,m,-0.24851622469329104,3,450,24
u230,BURKE,m15,aliens,m,-0.23292357478103926,3,628,24
u231,GORMAN,m15,aliens,m,5.539622063200436e-17,3,1935,24
u232,HICKS,m15,aliens,m,-0.26410887460554283,3,2123,24
u233,HUDSON,m15,aliens,m,5.539622063200436e-17,3,2190,24
u234,LYDECKER,m15,aliens,m,5.539622063200436e-17,3,2899,24
u235,MED-TECH,m15,aliens,m,5.539622063200436e-17,3,3149,24
u236,NEWT,m15,aliens,f,-0.2797015245177946,2,3600,24
u237,RIPLEY,m15,aliens,f,-0.2952941744300464,2,4150,24
u238,SIMPSON,m15,aliens,m,5.539622063200436e-17,3,4499,24
u239,VAN LEUWEN,m15,aliens,m,5.539622063200436e-17,3,5035,24
u240,VASQUEZ,m15,aliens,m,5.539622063200436e-17,3,5044,24
u241,ALLEGRO,m16,amadeus,m,5.539622063200436e-17,3,115,27
u242,ANDANTE,m16,amadeus,m,5.539622063200436e-17,3,155,27
u243,ARCO,m16,amadeus,m,5.539622063200436e-17,3,207,27
u244,CAVALIERI,m16,amadeus,f,-0.21733092486878747,2,760,27
u245,COLLOREDO,m16,amadeus,m,5.539622063200436e-17,3,926,27
u246,COMMENDATORE,m16,amadeus,m,5.539622063200436e-17,3,942,27
u247,CONSTANZE,m16,amadeus,f,-0.26410887460554283,2,967,27
u248,FIRST LADY,m16,amadeus,m,5.539622063200436e-17,3,1682,27
u249,FLUNKY,m16,amadeus,m,5.539622063200436e-17,3,1709,27
u250,FRAU SCHLUMBERG,m16,amadeus,m,5.539622063200436e-17,3,1740,27
u251,JOSEPH,m16,amadeus,m,-0.20173827495653568,3,2427,27
u252,LEOPOLD,m16,amadeus,m,-0.23292357478103926,3,2738,27
u253,LORL,m16,amadeus,f,0.032151473727241135,2,2839,27
u254,MADAME WEBER,m16,amadeus,m,5.539622063200436e-17,3,2933,27
u255,MOZART,m16,amadeus,m,-0.2797015245177946,3,3328,27
u256,OFFICER,m16,amadeus,m,5.539622063200436e-17,3,3683,27
u257,OLD SALIERI,m16,amadeus,m,5.539622063200436e-17,3,3704,27
u258,ORSINI-ROSENBERG,m16,amadeus,m,5.539622063200436e-17,3,3733,27
u259,PAPAGENO,m16,amadeus,m,5.539622063200436e-17,3,3772,27
u260,SALIERI,m16,amadeus,m,-0.2952941744300464,3,4276,27
u261,SCHIKANEDER,m16,amadeus,m,-0.24851622469329104,3,4338,27
u262,SCHLUMBERG,m16,amadeus,m,5.539622063200436e-17,3,4341,27
u263,SECOND LADY,m16,amadeus,m,5.539622063200436e-17,3,4374,27
u264,SERVANT,m16,amadeus,m,5.539622063200436e-17,3,4419,27
u265,UGLY OLD WOMAN,m16,amadeus,m,5.539622063200436e-17,3,4997,27
u266,VOGLER,m16,amadeus,m,-0.06140442574626959,3,5110,27
u267,VON STRACK,m16,amadeus,m,5.539622063200436e-17,3,5125,27
u268,VON SWIETEN,m16,amadeus,m,5.539622063200436e-17,3,5126,27
u269,ALEX,m17,an american werewolf in london,f,-0.2797015245177946,2,93,32
u270,BENJAMIN,m17,an american werewolf in london,m,5.539622063200436e-17,3,383,32
u271,BOBBIE,m17,an american werewolf in london,m,5.539622063200436e-17,3,486,32
u272,BRINGSLY,m17,an american werewolf in london,m,5.539622063200436e-17,3,574,32
u273,CHESS PLAYER,m17,an american werewolf in london,m,5.539622063200436e-17,3,796,32
u274,DAVID,m17,an american werewolf in london,m,-0.2952941744300464,3,1127,32
u275,DR. HIRSCH,m17,an american werewolf in london,M,5.539622063200436e-17,1,1380,32
u276,JACK,m17,an american werewolf in london,m,-0.26410887460554283,3,2273,32
u277,LT. VILLIERS,m17,an american werewolf in london,m,5.539622063200436e-17,3,2872,32
u278,MISS GALLAGHER,m17,an american werewolf in london,m,5.539622063200436e-17,3,3245,32
u279,MRS. HOBBS,m17,an american werewolf in london,m,5.539622063200436e-17,3,3454,32
u280,ORDERLY,m17,an american werewolf in london,m,5.539622063200436e-17,3,3731,32
u281,SECRETARY,m17,an american werewolf in london,m,5.539622063200436e-17,3,4384,32
u282,SGT. MCMANUS,m17,an american werewolf in london,m,5.539622063200436e-17,3,4426,32
u283,WOMAN,m17,an american werewolf in london,m,5.539622063200436e-17,3,5241,32
u284,BILL,m18,american madness,m,5.539622063200436e-17,3,435,28
u285,CHARLIE,m18,american madness,m,5.539622063200436e-17,3,777,28
u286,CLARK,m18,american madness,m,15.28176308790949,3,865,28
u287,CLUETT,m18,american madness,m,-0.23292357478103926,3,895,28
u288,DICKSON,m18,american madness,m,-0.2952941744300464,3,1237,28
u289,DUDE,m18,american madness,m,5.539622063200436e-17,3,1436,28
u290,GARDINER,m18,american madness,m,5.539622063200436e-17,3,1796,28
u291,GUARD,m18,american madness,m,5.539622063200436e-17,3,1992,28
u292,HELEN,m18,american madness,f,-0.24851622469329104,2,2093,28
u293,HELEN'S VOICE,m18,american madness,m,5.539622063200436e-17,3,2096,28
u294,INSPECTOR,m18,american madness,m,5.539622063200436e-17,3,2233,28
u295,JANITOR,m18,american madness,m,5.539622063200436e-17,3,2308,28
u296,LADY,m18,american madness,m,5.539622063200436e-17,3,2655,28
u297,MATT,m18,american madness,m,-0.2797015245177946,3,3095,28
u298,MIKE,m18,american madness,m,5.539622063200436e-17,3,3207,28
u299,MRS. DICKSON,m18,american madness,f,-0.26410887460554283,2,3436,28
u300,MRS. HALLIGAN,m18,american madness,m,5.539622063200436e-17,3,3450,28
u301,MRS. PEMBROKE,m18,american madness,m,5.539622063200436e-17,3,3482,28
u302,O'BRIEN,m18,american madness,m,5.539622063200436e-17,3,3672,28
u303,OSCAR,m18,american madness,m,5.539622063200436e-17,3,3737,28
u304,SAMPSON,m18,american madness,m,5.539622063200436e-17,3,4296,28
u305,TELLER,m18,american madness,m,5.539622063200436e-17,3,4799,28
u306,BOB,m19,american outlaws,m,-0.1705529751320321,3,483,29
u307,BURLY DETECTIVE,m19,american outlaws,m,5.539622063200436e-17,3,629,29
u308,COLE,m19,american outlaws,m,-0.2797015245177946,3,919,29
u309,COMANCHE TOM,m19,american outlaws,m,5.539622063200436e-17,3,936,29
u310,DEPUTY,m19,american outlaws,m,5.539622063200436e-17,3,1196,29
u311,DOC MIMMS,m19,american outlaws,m,5.539622063200436e-17,3,1280,29
u312,FRANK,m19,american outlaws,m,-0.24851622469329104,3,1728,29
u313,JESSE,m19,american outlaws,m,-0.2952941744300464,3,2354,29
u314,JIM,m19,american outlaws,m,5.539622063200436e-17,3,2367,29
u315,JIMMY,m19,american outlaws,m,5.539622063200436e-17,3,2374,29
u316,LYLA,m19,american outlaws,m,5.539622063200436e-17,3,2901,29
u317,MA,m19,american outlaws,m,5.539622063200436e-17,3,2914,29
u318,MARSHALL,m19,american outlaws,m,5.539622063200436e-17,3,3060,29
u319,OLD MAN,m19,american outlaws,m,5.539622063200436e-17,3,3703,29
u320,PARKER,m19,american outlaws,m,-0.13936767530752853,3,3780,29
u321,PASTOR,m19,american outlaws,m,5.539622063200436e-17,3,3787,29
u322,PINKERTON,m19,american outlaws,m,-0.1861456250442839,3,3882,29
u323,RAINS,m19,american outlaws,m,-0.21733092486878747,3,4024,29
u324,SHERRIFF,m19,american outlaws,m,5.539622063200436e-17,3,4463,29
u325,TELLER,m19,american outlaws,m,5.539622063200436e-17,3,4799,29
u326,ZEE,m19,american outlaws,f,-0.26410887460554283,2,5328,29
u327,BATEMAN,m20,american psycho,m,-0.2952941744300464,3,330,31
u328,CARNES,m20,american psycho,m,5.539622063200436e-17,3,718,31
u329,CARRUTHERS,m20,american psycho,m,5.539622063200436e-17,3,727,31
u330,CHRISTIE,m20,american psycho,m,5.539622063200436e-17,3,833,31
u331,COURTNEY,m20,american psycho,f,-0.20173827495653568,2,1015,31
u332,DAISY,m20,american psycho,m,5.539622063200436e-17,3,1087,31
u333,ELIZABETH,m20,american psycho,f,-0.12377502539527675,2,1514,31
u334,EVELYN,m20,american psycho,f,-0.21733092486878747,2,1590,31
u335,HOMELESS MAN,m20,american psycho,m,5.539622063200436e-17,3,2156,31
u336,JEAN,m20,american psycho,f,-0.23292357478103926,2,2320,31
u337,KIMBALL,m20,american psycho,m,-0.15496032521978031,3,2559,31
u338,MAITRE D',m20,american psycho,m,5.539622063200436e-17,3,2954,31
u339,MRS. WOLFE,m20,american psycho,m,5.539622063200436e-17,3,3509,31
u340,OWEN,m20,american psycho,m,5.539622063200436e-17,3,3749,31
u341,PRICE,m20,american psycho,m,5.539622063200436e-17,3,3948,31
u342,VAN PATTEN,m20,american psycho,m,5.539622063200436e-17,3,5036,31
u343,VICTORIA,m20,american psycho,m,5.539622063200436e-17,3,5076,31
u344,ALICE,m21,antitrust,f,-0.26410887460554283,2,106,37
u345,BARTON,m21,antitrust,m,5.539622063200436e-17,3,326,37
u346,BRIAN,m21,antitrust,m,5.539622063200436e-17,3,567,37
u347,CYBER PUNDIT,m21,antitrust,m,5.539622063200436e-17,3,1062,37
u348,DANNY,m21,antitrust,m,5.539622063200436e-17,3,1102,37
u349,GARY,m21,antitrust,m,-0.24851622469329104,3,1803,37
u350,LARRY,m21,antitrust,m,5.539622063200436e-17,3,2688,37
u351,LARRY KING,m21,antitrust,m,5.539622063200436e-17,3,2689,37
u352,LEN,m21,antitrust,m,5.539622063200436e-17,3,2728,37
u353,LISA,m21,antitrust,f,-0.2797015245177946,2,2792,37
u354,MILO,m21,antitrust,m,-0.2952941744300464,3,3218,37
u355,PHIL,m21,antitrust,m,5.539622063200436e-17,3,3851,37
u356,RANDY,m21,antitrust,m,5.539622063200436e-17,3,4041,37
u357,REDMOND,m21,antitrust,m,5.539622063200436e-17,3,4080,37
